"@title","Việt Nam"
"#01333","Boss, the city has just released a <co=0070c0>guide</co> to help with business management."
,"After all, if you run your business well, it will only be good for the city!"
,"Select <co=0070c0>""Manage"" > ""Guide""</co> from the menu to check it out."
,"Let's make this place a big success!"
"#01334","Boss, I've been taking a correspondence course to study business management."
,"In my textbook, it says, ""To succeed, you must constantly strive to improve your products."""
,"I was really impressed by that, and I thought maybe it would apply to <name> as well."
,"So I've taken the liberty of starting a product <co=0070c0>research program</co>!"
,"Select <co=0070c0>""Manage"" > ""Research""</co> from the menu, and then choose what you want to research!"
"#01335","Boss! You'll never believe this!"
,"The mayor is here!"
"#01336","Hello. I'm the mayor of this town."
,"To help <co=0070c0><town></co> develop, I need popular stores like <co=0070c0><name></co>..."
,"...to help us come up with ideas. That's why I'm here today."
,"I just know you'll be able to give me all kinds of ideas to help our town develop!"
,"I look forward to seeing you in my office."
"#01337","I never thought the mayor would come visit us here!"
,"Selecting <co=0070c0>""Action"" > ""Consult Mayor""</co>  gives you a direct line to the mayor's office! Let's use it!"
"#01338","Hello! I heard rumors about your store, so I had to come and see it for myself."
,"As a sideline to my 3D-printed bear figurine business, I also do business remodeling."
,"Select <co=0070c0>""Store"" > ""Appearance""</co> to change your store's appearance."
,"Stop by any time."
"#01339","Thank you for your business."
,"And congratulations on opening a new store."
,"I thought you might be interested in managing other types of stores as well, so..."
,"I have prepared a variety of stores that you can purchase by selecting <co=0070c0>""Action"" > ""Buy Rights."""
"#01340","Heh. Sorry to bother you."
,"But I just opened a coin shop here in <town> and I thought you might be interested."
,"Feel free to stop by if you like. Heh."
"#01341","The first customer has come to <name>!"
,"I think we're going to be getting busy!"
,"With that in mind, you might want to hire some more staff by selecting <co=0070c0>""Staff"" > ""Hire."""
"#01342","Business seems to be picking up!"
,"...Hey!"
,"Thanks to that fun event, we've discovered some <co=0070c0>new hours of operation</co>!"
"#01343","You can select hours of operation under ""Store"" > ""Store Info."""
"#01344","Hmm... This could affect our business..."
,"...Hey!"
,"Thanks to that melancholy event, we've discovered some <co=0070c0>new hours of operation</co>!"
"#01345","After thoroughly researching burger bar management..."
,"I obtained some super-secret info!"
,"Apparently, it's a good idea to place some <co=0070c0>tables</co> for customers to eat at in your restaurant!"
,"Who'd have guessed, right? Let's get to it!"
"#01346","A new kind of <co=0070c0>locked furnishing</co> has been added to the menu for your new store."
,"It's nice to be able to build many different types of stores, isn't it?"
"#01347","So, you're going to be managing a bakery, huh?"
,"In a bakery, your staff will prepare the food in the kitchen before putting it on the <co=0070c0>shelves</co>."
,"You'll want to pay close attention to both your shelves and the back room."
"#01348","Ah! I just love the idea of running a stand out in the fresh air!"
"#01349","So, you're starting your own museum, are you?"
,"You'll want to get some killer exhibits so you can make money on <co=0070c0>admission fees</co>!"
"#01350","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Game Store</co> has been added to the menu."
"#01351","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Burger Bar</co> has been added to the menu."
"#01352","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Boutique</co> has been added to the menu."
"#01353","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Bookstore</co> has been added to the menu."
"#01354","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Noodle Bar</co> has been added to the menu."
"#01355","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Bakery</co> has been added to the menu."
"#01356","A new <co=0070c0>locked furnishing</co> for your <co=0070c0>Street Stands</co> has been added to the menu."
"#01357","A new <co=0070c0>locked furnishing</co> for the <co=0070c0>Museum</co> has been added to the menu."
"#01358","Hmm. <name>, eh?"
,"Maybe I'll give it a try!"
"#01359","That was great!"
,"I'm so glad I finally found the kind of store I've been looking for!"
,"Please take this <co=0070c0>research recipe and item</co> with my thanks!"
,"I'm sure I'll be coming all the time from now on!"
"#01360","Boss..."
,"I've been thinking about that problem we had with money earlier..."
,"So I've been reading a lot of blogs to research management strategies."
,"It seems the quickest way to make a business profitable is to use <co=0070c0>research</co> to boost product prices."
,"By the way, I entered a contest on one of those blogs, and I won! Here, you take the prize money."
,"Just be sure you make good use of it!"
"#01361","Boss..."
,"A staff member left me a message when he heard about your shortage of hearts. Here's what he said."
,"""Customers coming in contact with ♪ from furnishings are more likely to leave hearts."""
,"""Lead them to attractive furnishings so they can get a lot of music notes and leave more hearts!"""
,"He also left these hearts for me to give to you."
"#01362","Boss..."
,"Running low on coins is tough. They're not easy to earn, are they?"
,"I've heard that if you beat your monthly profit record, you will get one coin."
,"It's not easy, but do your best to increase sales and you'll start earning coins!"
,"By the way, I found this when I was cleaning out my couch. Maybe you can put it to good use!"
"#01363","It seems that you didn't have enough stamina points for the last treasure hunt..."
,"Next time, choose heartier staff members and you'll have better luck!"
"#01364","I can't wait to see if those music notes have an effect on the customers!"
"#01365","It looks like you've got a place that's <co=ff0000>hard to get past</co>."
,"You'll want to move things around so customers can pass in front of the furnishings."
,"You might try <co=0070c0>moving it</co> to another location, or changing its orientation."
"#01366","Let's research a new dish!"
"#01367","It's not easy to find manager-class employees, is it?"
,"But if you keep managing your store, I'm sure you'll get some!"
"#01368","By the way, the sales of your ""auto-pilot stores""..."
,"...Are only announced once a year!"
"#01369","Boss!!!"
,"Have you seen this year's national store rankings?!"
,"We're number one!"
,"I've been working for this day for so long... I'm so proud to be your secretary right now!"
,"And we've even got some presents in honor of our achievement! Check them out later."
,"But let's not rest easy. There are still records to be broken!"
"#01370","Boss..."
,"You're really running low on money, aren't you?"
,"We may have to cut out our daily snacks!"
,"...But before we do anything that drastic, use this money that I found in the corner of the safe!"
,"Just be sure you make good use of it!"
"#01371","Boss..."
,"You're running a bit low on hearts."
,"They say that customers give you hearts when they're satisfied with your store."
,"We have to try to be the kind of store that will always satisfy its customers."
,"But in the meantime, I brought these from home. I hope you can use them."
"#01372","Boss..."
,"You're running low on coins..."
,"They're quite valuable and difficult to obtain."
,"So you'd better make sure you use them well!"
,"By the way, I got this in my change when I bought my snack today, so you can have it."
"#01373","You now have more staff. They've been assigned to Store #1."
,"You can check out your staff members by selecting <co=0070c0>""Staff"" > ""Staff List."""
,"Let's work with our new friends to boost the store's sales!"
"#01374","Boss! You did it!"
,"You got a manager-class staff member!"
,"That means you can start a <co=0070c0>second store</co> if you want!"
,"Why don't you open the map and see if you can find a good location for the second store?"
"#01375","Boss! You're getting a good selection of manager-class staff!"
,"Now you can open a <co=0070c0>third store</co>!"
,"Go ahead and choose the location you want!"
"#01376","Boss! You're getting a good selection of manager-class staff!"
,"You can manage a maximum of 3 stores at once."
,"If you want more than 3 stores, you'll need to make some of them into <co=0070c0>""auto-pilot stores""</co>."
,"You can have up to 10 ""auto-pilot stores""."
,"Select <co=0070c0>""Store"" > ""Store Info,""</co> select the store you want release and then select <co=0070c0>""Release."""
"#01377","Hello."
,"I want to do my best as the new mayor of <town>."
,"Like the previous mayor, I welcome any ideas you might have to improve our town."
,"I hope to see you soon."
"#01378","By the way..."
,"We decided to put someone from the private sector in charge of <co=0070c0>introducing facilities</co> to <town>."
,"And <name> was unanimously chosen to be in charge of this initiative."
,"Select ""Store"" > ""Introduce"" to introduce new facilities to town."
,"Good luck!"
"#01379","Our store is getting an excellent reputation!"
,"Keep an eye on the Management Guide and try to become one of the most popular stores in town!"
"#01380","Boss! You've got quite a little nest egg saved up!"
,"If you have some extra manager-class employees, you could try setting up an <co=0070c0>""auto-pilot store""</co>."
,"Also, if you start a new store in a well developed area, you may be able to manage a larger store!"
,"Try using the money you've got to make even more!"
"#01381","Boss! You've got quite a few hearts, I see!"
,"Hearts can be used to help your town develop."
,"You might try cooperating with the <co=0070c0>mayor's office</co>!"
,"Or you might try buying <co=0070c0>new things for your shops</co>!"
,"Use them well!"
"#01382","You've got quite a few coins saved up!"
,"It's probably not a bad idea to have some set aside for a rainy day!"
"#01383","Boss..."
,"You've got a number of <co=0070c0>management goods</co> in stock."
,"You might want to try using some of them. It can help you discover new uses for them!"
"#01384","Boss..."
,"You've got quite a bit of <co=0070c0>equipment</co> stored away, I see!"
,"If your staff have any free equipment slots, you should have them equip something!"
"#01385","Boss..."
,"I see you've got quite a few <co=0070c0>upgrade items</co> stashed away."
,"Why not try using them to upgrade your staff or research new products?"
"#01386","You've been losing money for some time now..."
,"If you have trouble getting your store out of the red..."
,"Try selecting <co=0070c0>""Staff"" > ""Staff List""</co> and assigning someone to the waiting room."
,"That can help reduce your upkeep costs."
,"You can also try rethinking your <co=0070c0>hours of operation or the furnishings</co> you've placed."
"#01387","What's this...?"
,"It seems that a customer was so pleased with the service he received that he left us a <co=0070c0>present</co>!"
,"Any presents we get will be opened at the end of the month, so wait until the store closes."
,"I can't wait to see what's inside!"
"#01388","Our rival store is a formidable opponent!"
,"If you want to beat a rival store, <co=0070c0>improving sales</co> is the best strategy!"
,"Try upgrading your furnishings and products to expand your store!"
"#01389","Competing with your rival has reduced your store's vitality..."
,"If you want to refill your <co=0070c0>vitality</co>..."
,"It seems that assigning many staff to the store is important!"
,"Try reevaluating your staff list!"
"#01390","To power up, you need to select an item."
"#01391","Each year, contests are held between stores around the country. It's almost time for them to start!"
,"Of course, I took the liberty of entering <name>..."
,"I'll just go and check the mail..."
,"..."
"#01392","Wow!"
,"Our increase in reputation has triggered a lucky event!"
"#01393","So, we're finally open 24 hours a day!"
,"That should certainly help boost sales! But on the other hand..."
,"It can be a burden on the staff, and you won't be able to spend any time on research..."
,"You may want to select a different schedule from time to time."
"#01394","Excellent! The town now has a fishing pond!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01395","Excellent! The town now has a lottery!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01396","Excellent! The town now has a cinema!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01397","Excellent! The town now has a temple!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01398","Excellent! The town now has a sports field!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01399","Excellent! The town now has a hotel!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01400","Excellent! The town now has a bank!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01401","Excellent! The town now has a castle!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01402","Excellent! The town now has a radio tower!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01403","Excellent! The town now has an international airport!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01404","Excellent! The town now has a zoo!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01405","Excellent! The town now has an amusement park!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01406","Excellent! The town now has a school!"
,"And thanks to the popularity of the facility we introduced, our store is really bustling!"
"#01407","Hello..."
,"With the mayor's help, I was able to open up some new product distribution routes."
,"I am now able to sell <co=0070c0>food-related upgrade items</co>!"
,"As soon as I stock up on them, I'll come by to sell some to you. See you then!"
"#01408","Hello..."
,"With the mayor's help, I was able to open up some new product distribution routes."
,"I am now able to sell <co=0070c0>game-related upgrade items</co>!"
,"As soon as I stock up on them, I'll come by to sell some to you. See you then!"
"#01409","Hello..."
,"With the mayor's help, I was able to open up some new product distribution routes."
,"I am now able to sell<co=0070c0> book-related upgrade items</co>!"
,"As soon as I stock up on them, I'll come by to sell some to you. See you then!"
"#01410","Hello..."
,"With the mayor's help, I was able to open up some new product distribution routes."
,"I am now able to sell <co=0070c0>clothing-related upgrade items</co>!"
,"As soon as I stock up on them, I'll come by to sell some to you. See you then!"
"#01411","Hello..."
,"With the mayor's help, I was able to open up some new product distribution routes."
,"I am now able to sell <co=0070c0>art-related upgrade items</co>!"
,"As soon as I stock up on them, I'll come by to sell some to you. See you then!"
"#01412","You may <co=ff0000>not have enough cooking materials..."
,"You'd better place a <co=0070c0>material depot</co> right away!"
,"New depots are refilled in the early morning or at around 3PM. Try waiting until then."
"#01413","Boss!"
,"I'm sure you'll discover lots of different kinds of foods."
,"Speaking of which, a new <co=0070c0>locked furnishing</co> has just been added, so check it out when you get a chance!"
"#01414","Your burger bar starts business today."
"#01415","If you want to prepare food and serve it to your customers..."
,"You'll first want to install a <co=0070c0>refrigerator</co>!"
"#01416","Thanks to the <co=0070c0>effects of the ad</co>, your shop should be busy for a while!"
"#01417","This is a Management Guide item that you can't get a trophy for."
,"But keeping this hint in mind can help you <co=0070c0>improve your reputation</co>!"
"#01418","Here you can select things like <co=0070c0>shelves</co> and <co=0070c0>furnishings</co> to place in your store."
,"There are even some items that can be placed outside the store, or on the walls."
,"Do your best to make this an awesome store!"
"#01419","Congratulations on achieving quota of the <0> store!"
,"Write a review after this and get the present!"
,"Please let's us know your impression!"
"#01420","Free Version"
"#01421","Full Version"
"#01422","Upgrade"
"#01423","Biz Builder Delux SP"
"#01424","All Stores"
"#01425","=#01133"
"#01426","=#01134"
"#01427","=#01135"
"#01428","=#01136"
"#01429","=#01137"
"#01430","=#01138"
"#01431","=#01139"
"#01432","=#01140"
"#01433","=#00359"
"#01434","=#00365"
"#01435","Dexterity"
"#01436","=#00367"
"#01437","Prep"
"#01438","Appeal"
"#01439","Refill"
"#01440","Register"
"#01441","Low"
"#01442","High"
"#01443","Reassign"
"#01444","View Stats"
"#01445","Change Role"
"#01446","Equipment"
"#01447","Power Up"
"#01448","Managers"
"#01449","Part-Time"
"#01450","All Staff"
"#01451","Student"
"#01452","Youth"
"#01453","Adult"
"#01454","Senior"
"#01455","Group"
"#01456","Tourist"
"#01457","John"
"#01458","Jane"
"#01459","Murphy"
"#01460","Clark"
"#01461","Sparks"
"#01462","Westin"
"#01463","Taylor"
"#01464","Perry"
"#01465","Shaw"
"#01466","Kidd"
"#01467","=#00445"
"#01468","Barton"
"#01469","Jones"
"#01470","Weber"
"#01471","Miller"
"#01472","Weaver"
"#01473","Davis"
"#01474","Stark"
"#01475","Jin"
"#01476","Diemer"
"#01477","Dorey"
"#01478","Hope"
"#01479","Potts"
"#01480","Sasaki"
"#01481","Stave"
"#01482","Walker"
"#01483","Ramsey"
"#01484","Sull"
"#01485","Janik"
"#01486","Coe"
"#01487","Pun"
"#01488","Burger"
"#01489","Barett"
"#01490","Froda"
"#01491","Galt"
"#01492","Dole"
"#01493","Alt"
"#01494","North"
"#01495","Peeble"
"#01496","Booth"
"#01497","Mcneill"
"#01498","Thill"
"#01499","Girma"
"#01500","Clive"
"#01501","Conway"
"#01502","Chinn"
"#01503","Laity"
"#01504","Lynn"
"#01505","Koss"
"#01506","Barnet"
"#01507","Frost"
"#01508","Truman"
"#01509","Rudd"
"#01510","Beck"
"#01511","Segal"
"#01512","Cloes"
"#01513","Baruza"
"#01514","Ramos"
"#01515","Dante"
"#01516","Pixtion"
"#01517","Dillion"
"#01518","Winny"
"#01519","Boyce"
"#01520","Shields"
"#01521","Takemi"
"#01522","Erba"
"#01523","Joly"
"#01524","Muller"
"#01525","Salmon"
"#01526","Field"
"#01527","Frank"
"#01528","Hector"
"#01529","Ian"
"#01530","James"
"#01531","Jacob"
"#01532","Kevin"
"#01533","Matt"
"#01534","Mike"
"#01535","Nate"
"#01536","Neil"
"#01537","George"
"#01538","Paul"
"#01539","Rickie"
"#01540","Tedd"
"#01541","Craig"
"#01542","Shigeru"
"#01543","Earl"
"#01544","Jaime"
"#01545","Shane"
"#01546","Kit"
"#01547","Birdie"
"#01548","Hank"
"#01549","Tim"
"#01550","Bob"
"#01551","Elton"
"#01552","Dave"
"#01553","Huey"
"#01554","Nikola"
"#01555","Walt"
"#01556","Swen"
"#01557","Alon"
"#01558","Tiger"
"#01559","Ernst"
"#01560","Toby"
"#01561","Niels"
"#01562","Robin"
"#01563","Gabe"
"#01564","Jon"
"#01565","Will"
"#01566","Dora"
"#01567","Erica"
"#01568","Erin"
"#01569","Grace"
"#01570","Irene"
"#01571","Jen"
"#01572","Jill"
"#01573","Kara"
"#01574","Kelly"
"#01575","Laurel"
"#01576","Lianna"
"#01577","Cheryl"
"#01578","Edee"
"#01579","Nora"
"#01580","Tara"
"#01581","Amy"
"#01582","Alisa"
"#01583","=#01579"
"#01584","Cersy"
"#01585","Liz"
"#01586","Gale"
"#01587","Almira"
"#01588","Rosa"
"#01589","Cindy"
"#01590","Ferris"
"#01591","Pennie"
"#01592","Emile"
"#01593","Lory"
"#01594","Anetta"
"#01595","Meggi"
"#01596","Miko"
"#01597","Ciel"
"#01598","Dena"
"#01599","Rem"
"#01600","Esta"
"#01601","Karna"
"#01602","Rin"
"#01603","Cathy"
"#01604","=#01471"
"#01605","Buy Mgmt Goods"
"#01606","Buy Equipment"
"#01607","Buy Upgrades"
"#01608","Sell Items"
"#01609","Mgmt Goods"
"#01610","=#01446"
"#01611","Upgrades"
"#01612","Furnishings"
"#01613","Money"
"#01614","Eq: <0>"
"#01615","Item: <0>"
"#01616","x<0>"
"#01617","Sat."
"#01618","Build where?"
"#01619","Place from where?"
"#01620","Place until where?"
"#01621","Remove what?"
"#01622","Remove from where?"
"#01623","Remove until where?"
"#01624","Move what?"
"#01625","Move to where?"
"#01626","Apply sale to which shelf?"
"#01627","Use on which shelf?"
"#01628","Introduce where?"
"#01629","Select a store location."
"#01630","Place on the sidewalk."
"#01631","Price"
"#01632","=#01438"
"#01633","Quality"
"#01634","Vitality"
"#01635","Deco"
"#01636","=#00614"
"#01637","Glam."
"#01638","=#00617"
"#01639","Bread"
"#01640","Stand"
"#01641","Muse."
"#01642","=#00257"
"#01643","Select a location in town."
"#01644","You cannot place it there."
"#01645","Furnishing removed."
"#01646","Furnishing placed."
"#01647","Place it <co=000DFF>inside your store.</co>"
"#01648","Place it <co=000DFF>in your back room.</co>"
"#01649","Place it <co=000DFF>outside your store.</co>"
"#01650","Can't introduce there."
"#01651","Furnishings cost is at maximum."
"#01652","Can't place it near the door."
"#01653","Env."
"#01654","Effic."
"#01655","Contest Win Bonus"
"#01656","Mayor Bonus"
"#01657","No path"
"#01658","Popular"
"#01659","Unpopular"
"#01660","No"
"#01661","Combo (<0>)"
"#01662","Lv. 1 Store (S)"
"#01663","Lv. 2 Store (M)"
"#01664","Lv. 3 Store (L)"
"#01665","Lv. 4 Superstore"
"#01666","Lv. 5 Ultra Store"
"#01667","(Food)"
"#01668","(Retail)"
"#01669","(Stand)"
"#01670","(Exhibit)"
"#01671","month(s) in a row"
"#01673","time(s)"
"#01675","Rank"
"#01681","Version checking…"
"#01682","Loading Ads."
"#01687","Please wait."
"#01688","Cannot open if your device are rooted."
"#01689","Capture"
"#01690","Let's take a picture of your store"
"#01691","and share via SNS !"
"#01692","Quota Left"
"#01693","<0> month(s) left"
"#01694","Move <0>"
"#01695","Move Furnishing"
"#01696","That can't be used there."
"#01697","I have build a wonderful shop in Biz Builder Delux SP !<br>#Kairosoft<br>"
"#01698","=#01618"
"#01700","Sale!"
"#01701","Product capacity up!"
"#01702","Product capacity at max!"
"#01703","Attraction Speed Up"
"#01706","Show my rank"
"#01707","Show ranking"
"#01708","Today"
"#01709","1 week ago"
"#01710","1 month ago"
"#01711","History"
"#01712","<0> / <1>"
"#01713","Max play point"
"#01714","G"
"#01715","Error occurred."
"#01716","[Previous score]"
"#01717","Enter inquiry code"
"#01718","Sending everything."
"#01719","※Debug※"
"#01720","Download 'save..bin' ?"
"#01721","Yes\No"
"#01722","=#01718"
"#01723","<0>Y <1>M"
"#01724","Receiving save data."
"#01725","Data sent.Thanks for your cooperation.Please check the latest version at the store just in case."
"#01726","Error"
"#01727","Data incompatible"
"#01728","Overwrite system data."
"#01729","Fail"
"#01730","Could not find a file."
"#01731","Reception completed. <0>"
"#01732","<br> Quit the app"
"#01733","Receiving data..."
"#01734","Data received."
"#01735","=#01127"
"#01736","Staff"
"#01737","Manage"
"#01738","Action"
"#01739","=#01612"
"#01740","Introduce"
"#01741","Appearance"
"#01742","Store Info"
"#01743","Staff List"
"#01744","=#01447"
"#01745","Hire"
"#01746","Dismiss"
"#01747","Guide"
"#01748","Research"
"#01749","Advertise"
"#01750","Use Item"
"#01751","Ask Mayor"
"#01752","Grab Bags"
"#01753","=#01127"
"#01754","Buy Coins"
"#01755","Buy Rights"
"#01756","Product List"
"#01757","Performance"
"#01758","Customer List"
"#01759","Research Guide"
"#01760","Install bonus"
"#01761","Quit Game"
"#01762","Title Screen"
"#01763","Rankings"
"#01764","Smith"
"#01765","=#01469"
"#01766","Drake"
"#01767","Kane"
"#01768","Levine"
"#01769","Kent"
"#01770","Buckley"
"#01771","Fisher"
"#01772","=#01483"
"#01773","Ross"
"#01774","Elliot"
"#01775","Montoya"
"#01776","Cool Shop"
"#01777","Fancy Pants"
"#01778","Strong Shop"
"#01779","Mega Mart"
"#01780","Grin Market"
"#01781","Smile Mart"
"#01782","Eager Beaver"
"#01783","Thrill Mart"
"#01784","Sincere Shop"
"#01785","Hilly Shop"
"#01786","Wharf Shop"
"#01787","Fierce & Co."
"#01788","Wairo Mart"
"#01789","Can't wait!"
"#01790","So exciting!"
"#01791","Hello!"
"#01792","I'm satisfied!"
"#01793","That was fun!"
"#01794","The best!"
"#01795","Impressive!"
"#01796","Ask me again!"
"#01797","Hmm..."
"#01798","Not quite..."
"#01799","..."
"#01800","Income"
"#01801","Display Walls"
"#01802","Shared"
"#01803","Walls"
"#01804","Out"
"#01805","Incumbent"
"#01806","=#00401"
"#01807","Dialogue"
"#01808","Mayor <0>"
"#01809","Set to ON to check"
"#01810","daily income reports."
"#01811","Set to ON to display"
"#01812","the store's walls and roof."
"#01813","Can be change in <0>"
"#01814","How to Play <0>/<1>"
"#01815","Affects population."
"#01816","Affects staff."
"#01817","Affects power ups."
"#01818","Affects furnishings."
"#01819","Affects pop. increase."
"#01820","Affects land prices."
"#01821","Affects policy success rate."
"#01822","Affects treasure hunt chances."
"#01823","Store #<0>"
"#01824","Cost"
"#01825","Recruit Rank"
"#01826","Power Up Bonus"
"#01827","Intro. Success Rate"
"#01828","Event Success Rate"
"#01829","No treasure hunts available."
"#01830","Treasure"
"#01831","Stage"
"#01832","<0> Overview <1>/3"
"#01833","Facilities"
"#01834","Buildings"
"#01835","=#01800"
"#01836","% of Total"
"#01837","Const. Cost"
"#01838","Total Taxes"
"#01839","Tax Income"
"#01840","Collected annually from facilities."
"#01841","Consumed when a facility is built."
"#01842","Construction Percentage"
"#01843","Affects the kinds of buildings constructed."
"#01844","Affected by gov't policy and nearby facilities."
"#01845","Construction Costs"
"#01846","The cost of automatic construction."
"#01847","Construction stops if budget is insufficient."
"#01848","Next year,"
"#01849","is the budget"
"#01850","I'll work hard!"
"#01851","Mayor"
"#01852","Next Budget"
"#01853","=#01740"
"#01854","Success rate <0>%"
"#01855","Unlock?"
"#01856","to <0>"
"#01857","Remove which?"
"#01858","Move which?"
"#01859","Check which?"
"#01860","Remodel"
"#01861","Change Store #<0>"
"#01862","Appearance Settings"
"#01863","Changed"
"#01864","Change <0>"
"#01865","=#01743"
"#01866","Waiting Room"
"#01867","Staff Cost"
"#01868","Teamwork"
"#01869","Empty"
"#01870","I'm on it!"
"#01871","Salary <0>/M"
"#01872","Total <0>/M"
"#01873","Select the item to power up."
"#01874","Salary"
"#01875","Salary/M"
"#01876","Total XP"
"#01877","Total:"
"#01878","=#01447"
"#01879","x <0>"
"#01880","<0> Combo!"
"#01881","To Next Cart"
"#01882","XP x <0>"
"#01883","=#01447"
"#01884","Power Up!"
"#01885","Wait!"
"#01886","<0>    <1>/<2>"
"#01887","=#01875"
"#01888","Equip."
"#01889","Sat. Bonus"
"#01890","Years Worked"
"#01891","Contest Wins"
"#01892","Been Mayor?"
"#01893","Stats Up"
"#01894","<0> Yr"
"#01895","<0> M"
"#01896","<0> Time(s)"
"#01897","to unlock"
"#01898","L/R to reassign bonus pts."
"#01899","Priority staff for <0>:"
"#01900","Tap to unlock."
"#01901","--Remove Equipment--"
"#01902","Remove equipment."
"#01903","Change Equipment"
"#01904","Goodbye to <0>..."
"#01905","Goodbye"
"#01906","They left a present behind..."
"#01907","Here's what was inside:"
"#01908","Item: <co=000DFF><0></co>"
"#01909","=#01825"
"#01910","Go hire new staff."
"#01911","Hire New Staff"
"#01912","=#01797"
"#01913","She left to hire new staff."
"#01914","Please wait a bit."
"#01915","New Staff (<0>)"
"#01916","=#01745"
"#01917","Change Name"
"#01918","Rename Staff Member"
"#01919","Surname"
"#01920","Use a friend's or movie star's name."
"#01921","Surname (6 chars)"
"#01922","Name (6 chars)"
"#01923","Staff Satisfaction Up!"
"#01924","Satisfaction"
"#01925","Stat Bonus"
"#01926","Satisfaction Up!"
"#01927","Higher satisfaction boosts stats!"
"#01928","Age"
"#01929","=#01127"
"#01930","Likes"
"#01931","Sat. Lv."
"#01932","Visits"
"#01933","Wallet"
"#01934","Fav. Store"
"#01935","=#00363"
"#01936","Shop"
"#01937","Hobby"
"#01938","????"
"#01939","L/R to switch customers."
"#01940","Store #<0> <1>"
"#01941","Stocking Cost"
"#01942","Admission Fee"
"#01943","Set Store Menu"
"#01944","Change Material"
"#01945","Change Admission Fee"
"#01946","=#01736"
"#01947","=#01129"
"#01948","=#01631"
"#01949","Capacity"
"#01950","Sale! (50% off, boosts usage)"
"#01951","Place path in range of customers."
"#01952","Furn. Rank: <0>"
"#01953","=#01661"
"#01954","Price:"
"#01955","Appeal:"
"#01956","<co=FFB08E>Materials:</co>"
"#01957","Materials:"
"#01958","<co=FFB08E>Cookware:</co>"
"#01959","Cookware:"
"#01960","N/A"
"#01961","<0>"
"#01962","and"
"#01963","created a new discovery!"
"#01964","New discovery from leveling up!"
"#01965","Change Product"
"#01966","Select Product"
"#01967","Play Points"
"#01968","Check High Score"
"#01969","Rep Points"
"#01970","[Replay Data Created]"
"#01971","Cost:"
"#01972","Avg. Lv. <0>"
"#01973","Discover <0>%"
"#01974","Product Research"
"#01975","Spend"
"#01976","to refill <0>'s stamina?"
"#01977","Select Supervisor"
"#01978","Select research staff."
"#01979","=#01756"
"#01980","=#01975"
"#01981","to get the treasure?"
"#01982","Select Treasure"
"#01983","Clear!"
"#01984","Stamina Pts"
"#01985","Go Home"
"#01986","Stage Clear!"
"#01987","Give up on the remaining treasure?"
"#01988","Select a Product"
"#01989","(<0> Type)"
"#01990","Put <0> on display?"
"#01991","Select Store Type"
"#01992","Have"
"#01993","Don't Have"
"#01994","You have <0> completed items."
"#01995","You have no completed items."
"#01996","Select replay data <0>/2"
"#01997","Save Data <0>"
"#01998","No replay data"
"#01999","present."
"#02000","Stores"
"#02001","Shelves"
"#02002","Products"
"#02003","Coins"
"#02004","Don't Replay"
"#02005","Replay"
"#02006","Play <0>"
"#02007","Dismiss who? <0>/4"
"#02008","=#01746"
"#02009","Staff Badge"
"#02010","Select staff to dismiss."
"#02011","You can't dismiss your first manager."
"#02012","Dismiss <0>?"
"#02013","Select staff to hire."
"#02014","=#01449"
"#02015","Quit hiring staff?"
"#02016","Select staff room"
"#02017","Inside"
"#02018","=#00956"
"#02019","Has Room"
"#02020","No Room"
"#02021","Select staff to assign."
"#02022","=#01971"
"#02023","Start"
"#02024","Select an item."
"#02025","Start Research"
"#02026","Research start!"
"#02027","Research is done after closing."
"#02028","Select Candidate"
"#02029","Run for Mayor"
"#02030","High lvl=more likely to win."
"#02031","Enter <0> in the election?"
"#02032","Select Staff"
"#02033","to <0>!"
"#02034","=#01750"
"#02035","Select staff to use item."
"#02036","Equip Item"
"#02037","No open equipment slots."
"#02038","Select staff to equip item."
"#02039","Member's Yearly Results <0>/3"
"#02040","Rating"
"#02041","=#01127"
"#02042","Staff badges left:"
"#02044","Give a staff badge to <0>?"
"#02045","Staff badges left: <0>. Are you sure you want to quit?"
"#02046","Recover Stamina"
"#02047","Dismiss Staff"
"#02048","<0>% of stamina recovered."
"#02049","Select Contestant"
"#02050","Enter Contest"
"#02051","High stats=more likely to win."
